GA2,ga,Nedstrøms Objekt ID i kart app,Oppstrøms ID,SF 2026 ID,Kommentar,Kulp_nedstrøms,Avstand til kulp,Beskrivelse av kulp,Vanndybde_nedstrøms,Stedsnavn,Vurderin vandringshinder,x,y,OBJECTID,Kommentar.1,Vanndybde_oppstrøms,Innvendig diameter,Innv diam mm,Lengde,Vurdering_vannføring,Vurdering vannhastighet,Stedsnavn.1,Vurdering_oppgangshinder,x.1,y.1,Justert konsekvens,Vurderin vandringshinder.1,identifikasjon_lokalId,kommentar utfyllende,Bilde gruppe,FK kommentar,Regine,NVDB,Dublett,Kom til NVDB,Statsveg/fylkesveg,Vassdrag, Er stikkrenna/kulverten et problem for fiskevandring?,Hva er problemet?,"Diameter (cm) (omtrentlig, noen er anslåelser derom det var vanskelig å komme nærme nok kulverten for å måle)",Kommentar stikkord,OBJ.VEGOBJEKT-ID,VSR.VEGSYSTEMREFERANSE,EGS.BRUKSOMRÅDE.6981,"EGS.DIAMETER, INNVENDIG (MM).3113","EGS.BREDDE, INNVENDIG (MM).4548","EGS.HØYDE, INNVENDIG (MM).4549","EGS.DIAMETER, INNVENDIG (MM).3113.1",EGS.HAR INNLØPSRIST.1923,EGS.LENGDE (M).1323,EGS.MATERIALTYPE.6983,EGS.SPESIELLE PROBLEM.4562,EGS.GJENNOMLØP FOR ELV/BEKK.10223,LOK.GEOMETRI,LOK.TYPEVEG,EGS.TILLEGGSINFORMASJON.10771,LOK.KOMMUNE,EGS.TVERRSNITTSFORM.6984,EGS.TYPE UTLØP.1940,Stikk_bru
150.0,150.0,156,159,,"Er bratt, men sannsynligvis ikke barriere, mulig noe hinder. Men bør greit kunne hoppes ",Ja,70,Dyp stor naturlig kulp ,50.0,Øyekleiva ( bekk fra Felsåma mot Kleivsbekken),Ja,"376 137,765","6 462 067,519",159.0,"fin og stor bekk, mye fine naturlig stein som lager små basseng",40.0,250.0,2500.0,8.0,Middels,Middels,Kvinesdal ,0.0,"376 124,066","6 462 059,658",Absolutt,Ja,025-463-R,0,,,025.33,86153177,,,,Fedafjorden bekkefelt frå nord,,,,,86153177.0,FV4164 S1D1 m755,Vann,3000.0,,,3000.0,Nei,8.15,Naturstein,,Ja,POINT Z (24974.484 6488800.569 19.746),Enkel bilveg,,Kvinesdal,Rektangulær,I bekk/elv,StikkKulv
55.0,55.0,60,65,,"Ikke hinder, observerer mye stor fisk i gjennom kulverten. Fint habitat oppstrøms og nedstrøms. Bra ",Nei,0,0,40.0,Mandal Daleveien Slåttan,Nei,"411 446,141","6 435 532,714",65.0,"Sannsynligvis høy vannføring ved normal nedbør, ikke vandringshinder, fint habitat oppstrøm. ",30.0,280.0,2800.0,8.0,Middels,Lav,Mandal 6 ,0.0,"411 438,281","6 435 534,23",Ikke hinder,Nei,022-814-R,bru,,,022.A6,272319084,186165907,,,Mandalselva - Øyslebø til Mandal,,,,,272319084.0,FV4226 S1D1 m3290-3293,,,,,2800.0,,,Stål,,,,Enkel bilveg,,Lindesnes,,"Rør, korrugert (142)",Bru
548.0,548.0,553,548,,Kulvert egentlig grei nedstøms. Mye søppel og slam. Blir blokkert av kvist oppstrøms. Gitter oppstrøms,Nei,0,0,140.0,Langsæveien (Langsævannet til Barbuelva),Ja,"486 007,826","6 481 139,469",548.0,"Gitter i front, men åpent i bunn. 30cm mellom gitterstaver i front. Gitter egentlig ok. Men samler kvist som bør ryddes. ",60.0,300.0,3000.0,70.0,Høy,Lav,Arendal ,0.0,"485 930,909","6 481 170,825",Absolutt,Ja,019-494-R,0,,,019.12Z,267739001,-4580083,usikker ID,,Barbuelva,,,,,267739001.0,FV420 S2D1 m1083,Vann,200.0,,,2000.0,,,Betong,,,POINT Z (136299.865 6498051.017 37.003),Kanalisert veg,,Arendal,,,StikkKulv
68.0,68.0,73,78,,"Bru, ikke hinder ",Nei,0,0,0.0,Kystveien ,Nei,"488 230,099","6 481 415,868",78.0,"Ikke hinder, størrelse indikerer bru. ",50.0,300.0,3000.0,9.0,Høy,Lav,Kystveien ,0.0,"488 220,022","6 481 425,724",Ikke hinder,Nei,019-506-R,0,,,019.121Z,272298353,4559352,,,Songebekken,,,,,272298353.0,FV410 S5D1 m6586-6590,,,,,3000.0,,,Betong,,,,Enkel bilveg,,Arendal,,Platebru (210),Bru
270.0,270.0,275,274,,"Fin bru, ikke hinder, greit substrat og fin kantvegetasjon. ",Nei,0,0,15.0,Arendal ,Nei,"490 618,989","6 484 441,853",274.0,"Bru i størrelse, fin oppstrøms, god vannføring.",15.0,300.0,3000.0,8.0,Middels,Middels,Arendal ,0.0,"490 614,812","6 484 460,102",Ikke hinder,Nei,018-40-R,bru,,,018.72,272299012,659,,,Mørfjærbekken inkl. bekkefelt,,,,,272299012.0,FV3512 S1D1 m13-18,,,,,3000.0,,,Betong,,,,Enkel bilveg,,Arendal,,Platebru (214),Bru
559.0,559.0,564,563,,"Fin kulvert, og fin bekk. Skulle fisk komme opp hit er denne ikke hinder",Ja,0,Kulp dannet av stein og betongbiter. ,70.0,Bykle ,,"414 443,538","6 572 593,837",563.0,"nett klikket, fin og grei en del strøm",30.0,300.0,3000.0,15.0,Høy,Høy,0,0.0,"414 482,077","6 572 606,018",Ikke angitt,,021-1136-R,bru,,,021.F5A,272299117,105,,,Veiåni,,,,,272299117.0,FV450 S8D1 m3295-3298,,,,,3000.0,,,Betong,,,,Enkel bilveg,,Valle,,"Kulvert, plassp (114)",Bru
234.0,234.0,239,240,,"Denne er vandringshinder, men fisk bør kunne passere ved bru på siden ",Nei,500,0,200.0,SSS-veien (Breidungen/Dalsvann til Nordfjorden),Ja,"506 568,658","6 512 551,744",240.0,båten kommer gjennom kulvert/bro,100.0,300.0,3000.0,8.0,Høy,Lav,0,0.0,"506 581,171","6 512 585,099",Absolutt,Ja,018-85-R,bru,,,018.21,272299282,165,,,"Breidungen, utløp",,,,,272299282.0,FV351 S1D1 m3059-3072,,,,,3000.0,,,Spennbetong,,,,Enkel bilveg,,Risør,,Bjelkeelem.bru (340),Bru
143.0,143.0,149,152,,"Fin bru, over 250cm. Ikke hinder, fungerer bra. ",Nei,0,0,50.0,Høvåg ,Nei,"452 017,667","6 447 179,718",152.0,fin stor rolig bekk og liten bro over,50.0,300.0,3000.0,10.0,Middels,Lav,Ånastrand,0.0,"451 991,592","6 447 202,423",Ikke hinder,Nei,020-21-R,bru,,,020.42Z,272300237,955,,,Åna,,,,,272300237.0,FV401 S1D1 m8894-8900,,,,,3000.0,,,Betong,,,,Enkel bilveg,,Lillesand,,Platebru (210),Bru
145.0,145.0,151,154,,fin og stor og dyp,Nei,0,0,50.0,Isefjær,Nei,"452 400,406","6 447 469,428",154.0,"Grei bru, ikke hinder. Ligger en båt inni kulvert,",30.0,300.0,3000.0,12.0,Middels,Lav,Høvåg ,0.0,"452 404,149","6 447 475,029",Ikke hinder,Nei,020-402-R,bru,,,020.422Z,272300293,56,,,Kvåsebekken,,,,,272300293.0,FV401 S1D1 m8371-8375,,,,,3000.0,,,Betong,,,,Enkel bilveg,,Lillesand,,Platebru (210),Bru
121.0,121.0,126,129,,Grei kulvert. God størrelse. Ikke hinder ,Nei,10,0,70.0,Songeveien,Nei,"500 312,208","6 505 013,818",129.0,"fin, ser bunndyr, oval høy stål kulvert",30.0,300.0,3000.0,10.0,Middels,Lav,Risør,0.0,"500 310,84","6 505 037,243",Ikke hinder,Nei,018-205-R,bru,,,018.32Z,272300415,122,,,"Songebekken, inkl. bekkefelt",,,,,272300415.0,FV3458 S1D1 m3116-3119,,,,,3000.0,,,Stål,,,,Enkel bilveg,,Tvedestrand,,"Rør, korrugert (142)",Bru
426.0,426.0,431,428,,"Usikker på hva som er oppstrøms her, ser ut som saltvann flytter oppover slik som vannivået er nå. Ser fisk nedstrøms. ",Nei,0,0,120.0,Grimstad ,Nei,"471 495,744","6 462 620,698",428.0,"Grei vannføring, ser ut som saltvann som flytter innover. Kulvert i ene siden og 2 betongstikkrenner på 120 i andre enden. Ikke hinder ",60.0,300.0,3000.0,16.0,Middels,Middels,Grimstad ,0.0,"471 477,401","6 462 618,168",Ikke hinder,Nei,019-578-R,bru,,,019.220,272300443,28,,,"Bufjorden, bekkefelt",,,,,272300443.0,FV420 S9D1 m4066-4070,,,,,3000.0,,,Betong,,,,Enkel bilveg,,Grimstad,,Platebru (210),Bru
369.0,369.0,374,371,,"Er noe stigning opp mot bru, men denne er jevn og bør kunne forses. Men er hinder oppstrøms. ",Ja,100,"Naturlig kulp, holder på noe vann. Usikker på dybde ",20.0,Arendal ,Usikker,"488 502,119","6 488 613,11",371.0,"Bru, ikke hinder oppstrøms. Ser greit ut frem til hinder lengre oppstrøms. ",10.0,300.0,3000.0,12.0,Middels,Høy,Arendal ,0.0,"488 487,797","6 488 605,22",Partiell,Usikker,018-254-R,bru,,,018.7B,272300444,1,,,Molandsvann bekkefelt,,,,,272300444.0,FV421 S6D1 m6307-6313,,,,,3000.0,,,Betong,,,,Enkel bilveg,,Arendal,,Platebru (211),Bru
384.0,384.0,389,386,,"Gammel bru, ikke hinder. ",Nei,0,0,20.0,Tvedestrand ,Nei,"492 937,809","6 496 490,578",386.0,"Gammel bru, ikke hinder. ",10.0,300.0,3000.0,5.0,Lav,Middels,Tvedestrand ,0.0,"492 938,82","6 496 484,598",Ikke hinder,Nei,018-33-R,bru,,,018.C2Z,ikke i nvdb,,,,Strengselva,,,,,,,,,,,3000.0,,,,,,,,,,,,
103.0,103.0,108,111,,"Stor bru, ikke problematisk for gjenomvandring, ikke hinder.",Nei,0,0,50.0,Grimstad nord ,Nei,"463 727,774","6 475 702,907",111.0,bred og i stål,5.0,300.0,3000.0,10.0,Lav,Lav,Herefoss,0.0,"463 706,146","6 475 672,926",Ikke hinder,Nei,019-462-R,0,,,019.AD,84794926,,,,Hålandsbekken,,,,,84794926.0,FV404 S3D1 m10861,Vann,5000.0,,,5000.0,,20.0,Stål,,,POINT Z (113619.879 6494573.399 169.748),Enkel bilveg,,Grimstad,Sirkulær,,StikkKulv
443.0,443.0,448,445,,Fin bru ,Nei,0,0,20.0,Vegårshei ,Nei,"490 592,973","6 517 012,33",445.0,"Stillestående vann, ikke velsig antydning til bekk oppstrøms",20.0,308.0,3080.0,8.0,Lav,Lav,Vegårshei ,0.0,"490 573,431","6 517 019,497",Ikke hinder,Nei,018-264-R,bru,,,018.F,272300259,187505333,,,Vegår bekkefelt,,,,,272300259.0,FV414 S3D1 m5252-5256,,,,,3080.0,,,Betong,,,,Enkel bilveg,,Vegårshei,,Platebru (214),Bru
365.0,365.0,370,367,,Liten terskel under bru. Sannsynligvis ikke hinder. Mulig bekk er naturlig hinder nedstrøms på grunn av høyde ,Nei,0,0,5.0,Gjerstad ,Nei,"501 881,411","6 511 161,673",367.0,God vannføring. Ser fisk oppstrøms. Ser ikke ut som hinder. Går en kulvert ut på siden ifra sidebekk,30.0,308.0,3080.0,12.0,Høy,Middels,Gjerstad ,0.0,"501 866,039","6 511 169,577",Ikke hinder,Nei,018-247-R,bru,,,018.221Z,272300281,22,,,Hammarbekken,,,,,272300281.0,FV416 S1D10 m60-64,,,,,3080.0,,,Betong,,,,Enkel bilveg,,Risør,,Platebru (214),Bru
360.0,360.0,365,362,,"Vann som kommer ut av sidekulvert, lekker. Denne vil være vandringsbarriere og hinder, ved mindre det er nok vann til at fisk kan passere under bru, eller kommer inn i sidekulvert. ",Nei,130,0,20.0,Liaveien (bekk mellom Kallbergvannet og Bjorvann),Ja,"496 548,664","6 516 254,813",362.0,"Stor bru på 400cm, men alt vann går i åpning på siden på 60cm. Begge deler i naturstein. ",10.0,400.0,4000.0,6.0,Middels,Høy,Gjerstad ,0.0,"496 542,219","6 516 255,789",Absolutt,Ja,018-120-R,bru,,,018.3Z,272298218,-2063,,,"Kallbergsvatnet, utløpselv",,,,,272298218.0,FV417 S2D1 m1728-1733,,,,,4000.0,,,Betong,,,,Enkel bilveg,,Vegårshei,,Platebru (214),Bru
338.0,338.0,343,339,,"Veldig fin og stor bru, ikke hinder. Er en den stor Aure under bru. Som står delvis fast på grunn av vannstand nedstrøms. ",Nei,0,0,50.0,Gjerstad ,Nei,"506 054,743","6 522 726,225",339.0,"Stor fin kulvert, ikke hinder. Godt med vann oppstrøms. ",50.0,400.0,4000.0,11.0,Høy,Lav,Gjerstad ,0.0,"506 061,237","6 522 713,007",Ikke hinder,Nei,018-76-R,bru,,,018.2D,272299062,844,,,"Gjerstadvatnet, bekkefelt",,,,,272299062.0,FV3688 S1D1 m1259-1264,,,,,4000.0,,,Stål,,,,Enkel bilveg,,Gjerstad,,"Rør, korrugert (142)",Bru
433.0,433.0,438,435,,"Sannsynligvis ikke hinder, noe høyde opp mot bru, men er ikke vertikalt, men en litt bratt bekk. ",Nei,100,0,60.0,Tvedestrand ,Nei,"489 873,697","6 505 693,869",435.0,"God vannføring, fin bekk oppstrøms. Sannsynligvis ikke hinder ",30.0,400.0,4000.0,12.0,Middels,Høy,Tvedestrand ,0.0,"489 866,866","6 505 713,345",Ikke hinder,Nei,018-238-R,bru,,,018.E,272300234,1172,,,Storelva - Hauglandselva bekkefelt,,,,,272300234.0,FV414 S1D1 m1261-1269,,,,,4000.0,,,Betong,,,,Enkel bilveg,,Vegårshei,,Platebru (210),Bru
337.0,337.0,342,338,,"Bred fin kulvert, ikke hinder. Ser en Aure på 20cm nedstrøms. ",Nei,0,0,40.0,Gjerstad ,Nei,"506 414,295","6 522 611,402",338.0,Godt med vann i kulvert. Ikke hinder. En del Aure oppstrøms. ,40.0,400.0,4000.0,10.0,Høy,Lav,Gjerstad ,0.0,"506 456,674","6 522 606,882",Ikke hinder,Nei,018-76-R,bru,,,018.2D,272300266,32,,,"Gjerstadvatnet, bekkefelt",,,,,272300266.0,FV3696 S1D1 m149-153,,,,,4000.0,,,Stål,,,,Enkel bilveg,,Gjerstad,,"Rør, korrugert (145)",Bru
469.0,469.0,474,470,,"Kulvert ikke hinder, men bekk bør sjekkes. Usikker på vannstand, veldig stillestående vann. Svært redusert vankvalitet og veldig gjødselpreget vann. Litt stigning mot kulvert, men fin inngang. Bekk burde ses over. ",Nei,40,0,0.0,Bøylestadveien (bekk fra Horvedalstjenn til Nidelva),Ja,"479 482,902","6 486 274,024",470.0,Renner ikke noe serlig vann igjennom. Stillestående vann oppstrøms. Stålrør med betongbunn. Ser grei ut oppstrøms. ,30.0,400.0,4000.0,16.0,Lav,Lav,Froland ,0.0,"479 494,425","6 486 295,52",Absolutt,Ja,019-690-R,bru,,,019.B31,272300315,49,,,Hurvjeevja,,,,,272300315.0,FV3718 S1D1 m1486-1490,,,,,4000.0,,,Stål,,,,Enkel bilveg,,Froland,,"Rør, korrugert (142)",Bru
340.0,340.0,345,341,,"Tenker denne vil kunne være hinder. Mye kvist og gamle store ståldeler i bekk, som vil skape hinder. Plus noe stigning. Men her bør noe fisk komme opp, så hinder ikke barriere. ",Nei,60,0,0.0,Gjerstadveien (bekk renner ut til Sunda),Ja,"504 807,267","6 522 705,572",341.0,"Veldig lite vann oppstrøms, og noe bratt videre fra bru og under bru. Bør ikke være hinder ved god vannføring. ",5.0,400.0,4000.0,10.0,Lav,Lav,Gjerstad ,0.0,"504 799,154","6 522 704,488",Absolutt,Ja,018-41-R,bru,,,018.2C,272300334,19,,,Sunda,,,,,272300334.0,FV418 S3D1 m1136-1140,,,,,4000.0,,,Betong,,,,Enkel bilveg,,Gjerstad,,Platebru (210),Bru
371.0,371.0,376,373,,"Ser fisk nedstrøms. Sannsynligvis ikke hinder, ser ok ut. Er noen lave terskler inni bru. Og bru er så lav at vann muligens vil renne over ved veldig høy vannføring ",Nei,0,0,20.0,Arendal ,Nei,"488 816,281","6 490 112,227",373.0,"Ser fisk oppstrøms, registeret disse 2 sammen, fint habitat oppstrøms. Men bru kunne sannsynligvis vært høyere. Men ser ikke ut som hinder oppstrøms. ",40.0,400.0,4000.0,25.0,Middels,Lav,Arendal ,0.0,"488 799,652","6 490 133,888",Ikke hinder,Nei,018-253-R,0,,,018.7C,272300347,13,,,Brekkeelva,,,,,272300347.0,FV421 S6D1 m4721-4725,,,,,4000.0,,,Betong,,,,Enkel bilveg,,Arendal,,"Kulvert, plassp (111)",Bru
507.0,507.0,512,507,,"Bru i størrelse. Grei bekk nedstrøms, kulvert ikke hinder ",Nei,0,0,35.0,Mandal ,Nei,"411 771,192","6 433 302,717",507.0,"Grei bekk oppstrøms, ok med vann. Ser fisk oppstrøms. ",30.0,400.0,4000.0,14.0,Middels,Høy,Mandal ,0.0,"411 784,278","6 433 321,012",Ikke hinder,Nei,022-790-R,bru,,,022.32A,272318898,18551,,,Jåbekken,,,,,272318898.0,FV230 S1D1 m345-350,,,,,4000.0,,,Betong,,,,Enkel bilveg,,Lindesnes,,Platebru (210),Bru
431.0,431.0,436,433,,"Ligger en den kvist i kulp nedstrøms, og er noe høyde opp mot kulvert. Mulig hinder ",Ja,60,"Semi naturlig kulp, dannet av store steiner og kvist nedstrøms. Rundt 50-60 på det dypeste. ",40.0,Tvedestrand ,Usikker,"490 813,44","6 502 600,106",433.0,"Lite vann oppstrøms. Er steinkulvert oppstrøms, og rør nedstrøms. Ser ok ut, ikke hinder.",0.0,100.0,1000.0,25.0,Lav,Lav,Tvedestrand ,0.0,"490 842,222","6 502 608,746",Partiell,Usikker,Ikke VF,0,,,018.D,84791826,-187527072,,,,,,,,84791826.0,FV415 S1D1 m6439,Vann,,1800.0,1000.0,1800.0,Nei,30.0,Naturstein,,,POINT Z (143081.937 6518990.001 81.702),Enkel bilveg,,Tvedestrand,Rektangulær,,StikkKulv
461.0,461.0,466,462,,"Ikke hinder, men er litt gjengrodd under bru. ",Nei,0,0,10.0,Vegårshei ,Nei,"483 903,802","6 505 864,215",462.0,Stillestående vann. Ikke hinder ,10.0,500.0,5000.0,12.0,Lav,Lav,Vegårshei ,0.0,"483 890,983","6 505 872,347",Ikke hinder,Nei,018-239-R,bru,,,018.D,272298731,187506905,,,Raudelva,,,,,272298731.0,FV415 S2D1 m6843-6847,,,,,5000.0,,,Betong,,,,Enkel bilveg,,Åmli,,Platebru (215),Bru
336.0,336.0,341,337,,"Selve brua er fin, men er bratt opp mot inngang, bør kunne klatres av noe fisk. Men er muligens naturlig hinder. Ligger og en hvitevare av et slag nede i kulp.",Ja,250,Naturlig grunn kulp,50.0,"Gamle sørlandske (bekk mot gjerstadvannet, ved E18)",Ja,"506 976,239","6 523 580,392",337.0,"Stor bru, bredde rundt 500cm. Er noe vann oppstrøms, men tørt under bru. Ikke hinder oppstrøms",50.0,500.0,5000.0,17.0,Lav,Lav,Gjerstad ,0.0,"506 960,4","6 523 592,186",Absolutt,Ja,018-76-R,bru,,,018.2D,272298797,66,,,"Gjerstadvatnet, bekkefelt",,,,,272298797.0,FV3688 S1D1 m2911-2918,,,,,5000.0,,,Betong,,,,Enkel bilveg,,Gjerstad,,Platebru (211),Bru
457.0,457.0,462,458,,Usikker på dybde siden vannet er såpass uklart. Ikke hinder ,Nei,0,0,0.0,Vegårshei,Nei,"479 457,505","6 505 253,114",458.0,"Bru, ikke hinder. Stillestående uklart vann. ",0.0,500.0,5000.0,8.0,Høy,Lav,Vegårshei ,0.0,"479 458,149","6 505 265,821",Ikke hinder,Nei,019-423-R,0,,,019.C4,272300274,1477,,,"Nelaug, bekkefelt",,,,,272300274.0,FV415 S2D1 m11558-11563,,,,,5000.0,,,Betong,,,,Enkel bilveg,,Åmli,,Platebru (214),Bru
366.0,366.0,371,368,,"Bru i størrelse, rundt 500cm ikke hinder. Mulig bekk er for bratt nedstrøms. ",Nei,0,0,20.0,Gjerstad ,Nei,"501 973,396","6 510 796,486",368.0,God vannføring. Er bru ikke kulvert. Ser ut som noe basseng fra vann som kommer fra E18 på siden. Men bru ikke hinder ,60.0,500.0,5000.0,14.0,Høy,Middels,Gjerstad ,0.0,"501 973,776","6 510 808,056",Ikke hinder,Nei,018-247-R,bru,,,018.221Z,272300324,50,,,Hammarbekken,,,,,272300324.0,FV416 S1D1 m15994-16003,,,,,5000.0,,,Betong,,,,Enkel bilveg,,Risør,,"Kulvert, plassp (114)",Bru
286.0,286.0,291,289,,Vandringshinder på grunn av gammelt ålekar. Går en vannledning gjennom kulvert. Men er helt tørt nedstrøms og under bru.,Nei,0,0,0.0,Kystveien (bekk mellom Bjellandsvannet og Jorunnstadkilen),Ja,"495 112,503","6 488 535,539",289.0,"Stor bru, men bekk vil ikke være breiere en 200cm. Er lagt et ålekar, som bli blokerer fisk fra å vandre opp. Regner med det pleier å være høyere vannføring en nå ",0.0,500.0,5000.0,10.0,Lav,Lav,Arendal ,0.0,"495 089,982","6 488 548,722",Absolutt,Ja,018-172-R,bru,,,018.712,272300332,8,,,"Flostadøysund, bekkefelt",,,,,272300332.0,FV410 S3D1 m12927-12933,,,,,5000.0,,,Betong,,,,Enkel bilveg,,Arendal,,Platebru (211),Bru
432.0,432.0,437,434,,"Bru ser fin ut. Noe vann rett under bru, ellers er bekk tør. Mye vegetasjon i bekk. ",Nei,0,0,50.0,Tvedestrand ,Nei,"490 218,979","6 503 447,507",434.0,"Litt lite vann og relativt stillestående. Tør bekk lengre oppstrøms. Stor bru, ser ikke ut som hinder oppstrøms. ",50.0,500.0,5000.0,16.0,Lav,Lav,Tvedestrand ,0.0,"490 220,477","6 503 470,794",Ikke hinder,Nei,018-244-R,bru,,,018.D,272300484,152,,,"Ubergsvatnet, bekkefelt",,,,,272300484.0,FV415 S1D1 m7535-7541,,,,,5000.0,,,Betong,,,,Enkel bilveg,,Vegårshei,,"Kulvert, pref. (122)",Bru
183.0,183.0,188,191,,"Denne brua er grei, men her kan bekk stenges hvis der havner mye kvist og søppel ned ",Nei,0,0,50.0,Lillesand ,Nei,"464 195,896","6 457 908,354",191.0,"elv, god vannføring, sprengt i gjwll, og bro ish ikke rør",100.0,500.0,5000.0,20.0,Høy,Middels,0,0.0,"464 176,272","6 457 924,345",Ikke hinder,Nei,020-11-R,0,,,020.2Z,272300645,161,,,Moelva,,,,,272300645.0,FV420 S10D100 m170-188,,,,,5000.0,,,Spennbetong,,,,Gang- og sykkelveg,,Lillesand,,"Bjelkebru, NIB (320)",Bru
90.0,90.0,95,99,,"Bru, breiere en 250cm, ikke hinder ",,0,0,0.0,Grimstad ,Nei,"475 475,637","6 465 855,054",99.0,"Bru, ikke hinder ",0.0,0.0,,0.0,,0,Grimstad ,0.0,"475 465,612","6 465 870,961",Ikke hinder,Nei,019-575-R,bru,,,019.216Z,305287798,32987153,,,"Groosfjorden, bekkefelt",,,,,305287798.0,FV3622 S1D1 m318-325,,,,,,,,Betong,,,,Enkel bilveg,,Grimstad,,"Kulvert, pref. (120)",Bru
705.0,1096.0,SF 2026,,1096.0,Bekken fører opp et fjell og er derfor ikke viktig for gyting. Bratt stigning og økenende vannstrøm i kulverten. Lav vannstand på nedstrømssiden,,,,,,,,,,,,,,,,,,,,,Partiell,C,022-775-R,Bekken fører opp et fjell og er derfor ikke viktig for gyting. Bratt stigning og økenende vannstrøm i kulverten. Lav vannstand på nedstrømssiden,Søgne_Tangvall,neppe fisk,022.2A,86118268,-219169530,,Loneveien 3975 ved kjursveien,Lundelva bekkefelt,C,,100,naturstein går over i betong,86118268.0,FV3975 S1D1 m2205,Vann,100.0,,,100.0,,5.0,Betong,,,POINT Z (74845.548 6462131.074 1.967),Enkel bilveg,,Kristiansand,Sirkulær,I skråning/terreng,StikkKulv
719.0,1110.0,SF 2026,,1110.0,mye kvister etc. rydding nødvendig for at gjennomløpet ikke tette,,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,024-469-R,mye kvister etc. rydding nødvendig for at gjennomløpet ikke tette,Lyngdal Farsund Vanse,ok,024.32Z,86156585,38317,,Myrveien,lyngdalsfjorden bekkefelt,B,,110,betongrør,86156585.0,FV472 S1D10 m1197,Vann,1000.0,,,1000.0,Nei,19.95,Betong,,,POINT Z (31753.298 6471088.298 2.363),Enkel bilveg,,Lyngdal,Sirkulær,I bekk/elv,StikkKulv
4.0,4.0,8,finner ikke,,"sannsynligvis bare drenering, SER IKKE noe oppstrems ",Nei,0,0,5.0,langenesveien,Usikker,"437 716,025","6 441 393,092",,,,,,,,,,,,,Ikke hinder,Usikker,021-846-R,drensrør,,,021.23Z,86123377,-33208,,,Kristiansandsfjorden indre bekkefelt,,,,,86123377.0,FV456 S2D1 m730,Vann,200.0,,,200.0,Nei,6.25,Plast,,Nei,POINT Z (84593.928 6462660.871 8.137),Enkel bilveg,,Kristiansand,Sirkulær,Kum,StikkKulv
802.0,1193.0,SF 2026,,1193.0,"god vandstand gjennom hele kulverten, lite strømning, usikker på opp og nedstrømsside pga stillestående vann",,,,,,,,,,,,,,,,,,,,,Partiell,C,020-60-R,Lav vannstand øker hastigheten på strømmen pga steiner foran kulverten under tørre sommere som kan være et hinder. Burde ha teskler i plastrøret,Tovdalselva,trenger terskler,020.4260,1015263183,929139806,,timenes veien paralelt med e18,timenesbekken,C,,140,rund kulvert,1015263183.0,EV18 S4D1 m343,Vann,200.0,,,200.0,,16.37,Plast,,,POINT Z (94968.392 6468546.678 21.296),Kanalisert veg,,Kristiansand,Sirkulær,Åpen grøft,StikkKulv
621.0,1012.0,SF 2026,,1012.0,"Denne fører ikke vann, derfor ingen bilde ettersom den ikke er relevant for fiskevandring. Må mye vann til før bekken faktisk når denne kulverten",,,,,,,,,,,,,,,,,,,,,Neppe fiskeførende,-,019-584-R,"Denne fører ikke vann, derfor ingen bilde ettersom den ikke er relevant for fiskevandring. Må mye vann til før bekken faktisk når denne kulverten",ingen foto,ingen foto,019.2Z,84429191,-930833992,,Reddalveien 3596 i svingen før Landvik,Landviksbekken,-,,60,betongrør,84429191.0,FV3596 S1D1 m1504,,300.0,,,300.0,,12.0,Betong,,,POINT Z (121769.645 6484967.4 18.896),Enkel bilveg,,Grimstad,,,StikkKulv
389.0,389.0,394,ok,,"Gammel steinkulvert. Mer redusert bekk, men kulvert ok. ",Nei,0,0,5.0,Tvedestrand ,Nei,"492 708,041","6 494 736,414",,,,,,,,,,,,,Ikke hinder,Nei,Ikke VF,0,,,018.C2Z,84582481,153290,,,,,,,,84582481.0,FV422 S1D1 m715,Vann,800.0,800.0,1000.0,800.0,Nei,4.70638105,Naturstein,,Ja,POINT Z (144253.28 6510980.702 59.17),Enkel bilveg,,Tvedestrand,Rektangulær,I bekk/elv,StikkKulv
634.0,1025.0,SF 2026,,1025.0,"mye rot foran og i kulver, fører nesten ikke vann, i tillegg er det bratt her, her finner du ingen fisk",,,,,,,,,,,,,,,,,,,,,Absolutt,D,020-356-R,"mye rot foran og i kulver, fører nesten ikke vann, i tillegg er det bratt her, her finner du ingen fisk",Grimstad til Birkeland,Fiskeførende??,020.B2Z,84451065,-131416,,Hobbeslandveien 3744 v. husnr. 299,Tovdalselva herefossfjorden - flakksvatn bekkefelt,D,C1,80,naturstein,84451065.0,FV3744 S1D1 m2870,Vann,300.0,,,300.0,,,Plast,,,POINT Z (106896.297 6486660.063 185.316),Enkel bilveg,,Birkenes,,,StikkKulv
